encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,workload
1,0,0,0,1,0,0,0,1,0,1,fannie_mae_500k.tar
1,0,0,0,0,0,1,0,0,1,0,fannie_mae_500k.tar
1,0,0,0,0,0,1,0,0,1,0,fannie_mae_500k.tar
0,0,0,0,0,1,0,0,1,1,0,fannie_mae_500k.tar
1,1,0,0,1,0,0,0,1,0,1,fannie_mae_500k.tar
1,1,0,0,1,0,0,0,1,0,1,fannie_mae_500k.tar
0,0,0,0,1,0,0,1,1,0,1,fannie_mae_500k.tar
0,0,0,0,1,0,0,0,0,1,1,fannie_mae_500k.tar
0,0,0,0,1,0,0,0,0,1,1,fannie_mae_500k.tar
0,0,0,0,1,0,0,1,1,0,1,fannie_mae_500k.tar
1,1,0,0,0,1,0,0,1,0,0,fannie_mae_500k.tar
0,0,0,0,1,0,0,0,1,0,0,uiq-32.bin
0,0,0,0,0,1,0,0,1,0,0,uiq-32.bin
1,0,0,0,1,0,0,0,1,0,1,uiq-32.bin
0,0,0,0,0,0,1,0,1,0,0,uiq-32.bin
0,1,0,0,1,0,0,0,1,0,1,uiq-32.bin
1,0,0,0,0,0,1,0,1,0,0,uiq-32.bin
1,0,0,0,0,0,1,0,1,0,0,uiq-32.bin
0,1,0,0,1,0,0,1,1,1,0,uiq-32.bin
0,1,0,0,1,0,0,1,1,1,0,uiq-32.bin
0,0,0,0,0,1,0,0,0,0,0,uiq-32.bin
1,0,0,0,1,0,0,0,1,0,0,uiq-32.bin
1,0,0,1,0,0,0,0,1,1,0,uiq-32.bin
0,0,0,0,1,0,0,0,0,1,0,uiq-32.bin
0,0,0,0,1,0,0,0,1,0,1,uiq-32.bin
0,0,0,0,1,0,0,0,1,0,1,uiq-32.bin
1,0,0,0,0,0,1,0,0,1,0,uiq-32.bin
1,0,0,0,0,0,1,0,0,1,0,uiq-32.bin
1,0,0,0,0,0,1,1,0,0,0,uiq-32.bin
0,1,0,0,1,0,0,1,1,0,1,uiq-32.bin
0,0,0,0,1,0,0,1,1,0,1,uiq-32.bin
0,1,0,0,1,0,0,1,1,1,0,ambivert.wav.tar
0,1,0,0,1,0,0,1,1,1,0,ambivert.wav.tar
0,0,0,0,0,1,0,0,0,0,0,ambivert.wav.tar
0,1,0,0,1,0,0,0,0,0,0,ambivert.wav.tar
0,0,0,0,1,0,0,0,0,1,0,ambivert.wav.tar
0,0,0,0,1,0,0,0,1,0,0,ambivert.wav.tar
1,0,0,0,1,0,0,0,1,0,1,ambivert.wav.tar
1,0,0,0,0,0,1,0,1,0,0,ambivert.wav.tar
0,1,0,0,1,0,0,0,1,0,1,ambivert.wav.tar
0,0,0,0,1,0,0,0,1,0,1,ambivert.wav.tar
1,0,0,0,0,0,1,0,1,0,0,ambivert.wav.tar
0,0,0,0,1,0,0,0,1,0,1,ambivert.wav.tar
0,0,0,0,0,1,0,1,0,0,0,ambivert.wav.tar
0,0,0,0,1,0,0,0,0,0,0,ambivert.wav.tar
1,1,0,0,1,0,0,0,0,1,0,ambivert.wav.tar
0,0,0,0,0,0,1,0,1,0,0,ambivert.wav.tar
1,0,0,0,1,0,0,0,1,0,0,ambivert.wav.tar
0,0,0,0,0,1,0,0,1,0,0,ambivert.wav.tar
1,0,0,0,0,0,1,0,0,1,0,ambivert.wav.tar
1,0,0,0,0,0,1,0,0,1,0,ambivert.wav.tar
1,0,0,0,1,0,0,0,1,0,0,large.tar
1,0,0,0,1,0,0,0,1,0,1,large.tar
1,1,0,0,1,0,0,0,0,0,0,large.tar
0,1,0,0,1,0,0,1,1,1,0,large.tar
0,1,0,0,1,0,0,0,1,0,1,large.tar
0,0,0,0,0,1,0,0,0,0,0,large.tar
0,0,0,0,1,0,0,0,0,1,0,large.tar
0,1,0,0,1,0,0,1,1,1,0,large.tar
1,0,0,0,0,0,1,0,1,0,0,large.tar
0,0,0,0,0,1,0,0,1,0,0,large.tar
1,0,0,0,0,0,1,0,1,0,0,large.tar
0,0,0,0,1,0,0,0,1,0,1,large.tar
0,0,0,0,0,0,1,0,1,0,0,large.tar
0,0,0,0,1,0,0,1,1,0,1,large.tar
0,0,0,0,1,0,0,0,1,0,1,large.tar
0,0,0,0,1,0,0,1,1,0,1,large.tar
0,1,0,0,1,0,0,0,0,0,0,large.tar
0,1,0,0,1,0,0,1,1,0,1,large.tar
0,0,0,0,1,0,0,0,1,0,0,large.tar
1,0,0,0,0,0,1,0,0,1,0,large.tar
1,0,0,0,1,0,0,0,1,0,1,silesia.tar
0,0,0,0,0,0,1,0,1,0,0,silesia.tar
1,0,0,0,1,0,0,0,1,0,0,silesia.tar
1,0,0,0,0,0,1,0,1,0,0,silesia.tar
1,0,0,0,0,0,1,0,1,0,0,silesia.tar
1,1,0,0,0,0,1,0,0,0,0,silesia.tar
1,0,0,0,0,0,1,0,0,1,0,silesia.tar
1,0,0,0,0,0,1,0,0,1,0,silesia.tar
0,1,0,0,1,0,0,0,0,0,0,silesia.tar
0,0,0,0,0,1,0,0,0,0,0,silesia.tar
0,0,0,0,0,1,0,0,1,0,0,silesia.tar
0,1,0,0,1,0,0,0,1,0,1,silesia.tar
0,0,0,0,1,0,0,0,1,0,1,silesia.tar
0,0,0,0,1,0,0,0,1,0,1,silesia.tar
0,1,0,0,1,0,0,1,1,1,0,silesia.tar
1,1,0,0,1,0,0,0,0,0,0,silesia.tar
0,1,0,0,1,0,0,1,1,1,0,silesia.tar
0,0,0,0,1,0,0,1,1,0,1,silesia.tar
0,0,0,0,1,0,0,1,1,0,1,silesia.tar
0,0,0,0,1,0,0,0,0,1,0,silesia.tar
0,1,0,0,1,0,0,0,1,0,1,misc.tar
0,0,0,0,1,0,0,0,0,1,0,misc.tar
0,0,0,0,1,0,0,0,1,0,1,misc.tar
1,1,0,0,1,0,0,0,0,0,0,misc.tar
0,0,0,0,1,0,0,0,1,0,1,misc.tar
0,1,0,0,1,0,0,1,1,0,1,misc.tar
1,0,0,0,1,0,0,0,1,0,1,misc.tar
1,0,0,0,0,0,1,0,1,0,0,misc.tar
0,0,0,0,0,1,0,0,0,0,0,misc.tar
0,1,0,0,1,0,0,1,1,1,0,misc.tar
0,0,0,0,0,0,1,0,1,0,0,misc.tar
1,0,0,0,0,0,1,0,0,1,0,misc.tar
1,0,0,0,1,0,0,0,1,0,0,misc.tar
0,0,0,0,0,1,0,0,1,0,0,misc.tar
1,1,0,0,0,0,1,0,0,0,0,misc.tar
0,0,0,0,1,0,0,0,1,0,0,misc.tar
0,1,0,0,1,0,0,1,1,1,0,misc.tar
1,0,0,0,0,0,1,0,0,1,0,misc.tar
1,0,0,0,0,0,1,0,1,0,0,misc.tar
0,1,0,0,0,1,0,0,0,0,0,misc.tar
0,0,0,0,1,0,0,0,1,0,1,uiq2-4.bin
0,0,0,0,1,0,0,0,1,0,1,uiq2-4.bin
1,0,0,0,0,0,1,0,1,0,0,uiq2-4.bin
1,0,0,0,0,0,1,0,1,0,0,uiq2-4.bin
0,1,0,0,1,0,0,1,1,1,1,uiq2-4.bin
0,0,0,0,0,0,1,0,1,0,0,uiq2-4.bin
0,1,0,0,1,0,0,1,1,1,0,uiq2-4.bin
0,1,0,0,1,0,0,1,1,1,0,uiq2-4.bin
0,1,0,0,1,0,0,0,1,0,1,uiq2-4.bin
1,1,0,0,0,0,1,0,0,0,0,uiq2-4.bin
0,1,0,0,0,1,0,0,0,0,0,uiq2-4.bin
0,0,0,0,1,0,0,0,0,1,0,uiq2-4.bin
1,0,0,0,1,0,0,0,1,0,0,uiq2-4.bin
0,0,0,0,0,1,0,0,0,0,0,uiq2-4.bin
1,1,0,0,1,0,0,0,0,0,0,uiq2-4.bin
0,1,0,0,1,0,0,0,0,0,0,uiq2-4.bin
0,0,0,0,0,1,0,0,1,0,0,uiq2-4.bin
0,1,0,0,1,0,0,1,1,0,1,uiq2-4.bin
1,0,0,0,0,0,1,0,0,1,0,uiq2-4.bin
1,0,0,0,0,0,1,0,0,1,0,uiq2-4.bin
