encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,workload
0,1,0,0,1,0,0,0,1,0,1,vmlinux-5.10.tar
1,1,1,0,0,0,0,0,0,1,0,vmlinux-5.10.tar
0,1,0,0,1,0,0,1,1,0,1,vmlinux-5.10.tar
1,0,1,0,0,0,0,0,0,1,0,vmlinux-5.10.tar
1,1,0,0,1,0,0,0,0,1,0,vmlinux-5.10.tar
0,0,0,0,1,0,0,0,1,0,1,vmlinux-5.10.tar
1,0,1,0,0,0,0,0,0,1,0,vmlinux-5.10.tar
0,1,0,1,0,0,0,1,1,1,0,vmlinux-5.10.tar
1,0,0,0,1,0,0,0,1,0,0,vmlinux-5.10.tar
1,0,0,0,1,0,0,0,1,0,0,vmlinux-5.10.tar
0,0,0,0,1,0,0,0,1,0,0,vmlinux-5.10.tar
0,0,1,0,0,0,0,1,1,1,0,vmlinux-5.10.tar
0,1,0,0,1,0,0,0,0,0,0,vmlinux-5.10.tar
0,0,1,0,0,0,0,1,1,1,0,vmlinux-5.10.tar
0,0,0,0,1,0,0,0,0,0,0,vmlinux-5.10.tar
1,1,0,0,1,0,0,0,1,0,1,vmlinux-5.10.tar
0,0,0,0,1,0,0,0,0,1,0,vmlinux-5.10.tar
1,0,0,0,1,0,0,0,1,0,0,large.tar
1,0,0,0,1,0,0,0,1,0,0,large.tar
1,0,0,0,1,0,0,0,1,0,1,large.tar
1,1,0,0,1,0,0,0,0,0,0,large.tar
1,1,1,0,0,0,0,0,0,1,0,large.tar
0,1,0,0,1,0,0,0,1,0,1,large.tar
0,0,0,0,1,0,0,0,0,1,0,large.tar
0,0,0,0,1,0,0,0,0,1,0,large.tar
1,1,1,0,0,0,0,0,0,1,0,large.tar
1,1,0,0,1,0,0,0,0,1,0,large.tar
0,0,0,0,1,0,0,0,1,0,1,large.tar
1,0,1,0,0,0,0,0,0,1,0,large.tar
0,1,0,0,1,0,0,1,1,0,1,large.tar
0,0,0,0,1,0,0,0,0,0,0,large.tar
1,0,1,0,0,0,0,0,0,1,0,large.tar
0,0,0,0,1,0,0,0,0,0,1,large.tar
0,1,0,0,1,0,0,0,0,0,0,large.tar
0,0,0,0,0,1,0,0,1,1,0,large.tar
0,0,0,0,1,0,0,0,1,0,0,large.tar
0,0,1,0,0,0,0,1,1,1,0,large.tar
0,1,0,0,1,0,0,0,1,0,1,enwik8.tar
0,0,0,0,1,0,0,0,0,1,0,enwik8.tar
0,0,0,0,1,0,0,0,0,1,0,enwik8.tar
0,0,0,0,1,0,0,0,0,0,0,enwik8.tar
0,0,0,0,1,0,0,0,0,0,1,enwik8.tar
0,0,0,0,1,0,0,1,1,0,1,enwik8.tar
1,1,0,0,1,0,0,0,0,0,0,enwik8.tar
0,1,0,0,1,0,0,1,1,1,0,enwik8.tar
1,0,0,0,1,0,0,0,1,0,1,enwik8.tar
1,1,1,0,0,0,0,0,0,1,0,enwik8.tar
1,1,1,0,0,0,0,0,0,1,0,enwik8.tar
0,0,0,0,1,0,0,0,1,0,0,enwik8.tar
1,0,1,0,0,0,0,0,0,1,0,enwik8.tar
1,0,0,0,1,0,0,0,1,0,0,enwik8.tar
1,0,0,0,1,0,0,0,1,0,0,enwik8.tar
1,0,1,0,0,0,0,0,0,1,0,enwik8.tar
1,1,0,0,1,0,0,0,0,1,0,enwik8.tar
0,0,0,0,1,0,0,0,1,0,1,enwik8.tar
0,1,0,0,1,0,0,0,0,0,0,enwik8.tar
0,1,0,0,1,0,0,1,1,0,1,enwik8.tar
